,target,target_original,is_dropout,course_name,age_quantile_group
2447,Graduate,Graduate,0,Tourism,"(25.0, 70.0]"
2448,Dropout,Dropout,1,Informatics Engineering,"(25.0, 70.0]"
2449,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2450,Enrolled,Enrolled,0,Animation and Multimedia Design,"(16.999, 19.0]"
2451,Dropout,Dropout,1,Agronomy,"(25.0, 70.0]"
2452,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
2453,Enrolled,Enrolled,0,Animation and Multimedia Design,"(20.0, 25.0]"
2454,Dropout,Dropout,1,Informatics Engineering,"(16.999, 19.0]"
2455,Graduate,Graduate,0,Agronomy,"(19.0, 20.0]"
2456,Graduate,Graduate,0,Communication Design,"(25.0, 70.0]"
2457,Enrolled,Enrolled,0,Management,"(25.0, 70.0]"
2458,Dropout,Dropout,1,Informatics Engineering,"(16.999, 19.0]"
2459,Graduate,Graduate,0,Management,"(16.999, 19.0]"
2460,Dropout,Dropout,1,Journalism and Communication,"(25.0, 70.0]"
2461,Dropout,Dropout,1,Tourism,"(16.999, 19.0]"
2462,Dropout,Dropout,1,Animation and Multimedia Design,"(16.999, 19.0]"
2463,Dropout,Dropout,1,Tourism,"(19.0, 20.0]"
2464,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2465,Dropout,Dropout,1,Equinculture,"(25.0, 70.0]"
2466,Enrolled,Enrolled,0,Informatics Engineering,"(16.999, 19.0]"
2467,Enrolled,Enrolled,0,Agronomy,"(19.0, 20.0]"
2468,Dropout,Dropout,1,Communication Design,"(19.0, 20.0]"
2469,Dropout,Dropout,1,Management,"(25.0, 70.0]"
2470,Enrolled,Enrolled,0,Equinculture,"(16.999, 19.0]"
2471,Dropout,Dropout,1,Veterinary Nursing,"(25.0, 70.0]"
2472,Dropout,Dropout,1,Advertising and Marketing Management,"(16.999, 19.0]"
2473,Dropout,Dropout,1,Agronomy,"(20.0, 25.0]"
2474,Graduate,Graduate,0,Journalism and Communication,"(19.0, 20.0]"
2475,Dropout,Dropout,1,Social Service (evening attendance),"(25.0, 70.0]"
2476,Graduate,Graduate,0,Nursing,"(25.0, 70.0]"
2477,Enrolled,Enrolled,0,Tourism,"(20.0, 25.0]"
2478,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2479,Dropout,Dropout,1,Management,"(20.0, 25.0]"
2480,Enrolled,Enrolled,0,Animation and Multimedia Design,"(20.0, 25.0]"
2481,Graduate,Graduate,0,Communication Design,"(20.0, 25.0]"
2482,Graduate,Graduate,0,Management (evening attendance),"(25.0, 70.0]"
2483,Graduate,Graduate,0,Agronomy,"(20.0, 25.0]"
2484,Graduate,Graduate,0,Management,"(25.0, 70.0]"
2485,Dropout,Dropout,1,Agronomy,"(25.0, 70.0]"
2486,Dropout,Dropout,1,Advertising and Marketing Management,"(25.0, 70.0]"
2487,Dropout,Dropout,1,Management,"(19.0, 20.0]"
2488,Enrolled,Enrolled,0,Management,"(19.0, 20.0]"
2489,Graduate,Graduate,0,Tourism,"(19.0, 20.0]"
2490,Enrolled,Enrolled,0,Journalism and Communication,"(19.0, 20.0]"
2491,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
2492,Dropout,Dropout,1,Social Service (evening attendance),"(25.0, 70.0]"
2493,Graduate,Graduate,0,Agronomy,"(25.0, 70.0]"
2494,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
2495,Graduate,Graduate,0,Journalism and Communication,"(25.0, 70.0]"
2496,Graduate,Graduate,0,Animation and Multimedia Design,"(19.0, 20.0]"
2497,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
2498,Dropout,Dropout,1,Animation and Multimedia Design,"(20.0, 25.0]"
2499,Dropout,Dropout,1,Social Service,"(25.0, 70.0]"
2500,Graduate,Graduate,0,Veterinary Nursing,"(19.0, 20.0]"
2501,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
2502,Graduate,Graduate,0,Biofuel Production Technologies,"(25.0, 70.0]"
2503,Graduate,Graduate,0,Nursing,"(25.0, 70.0]"
2504,Dropout,Dropout,1,Basic Education,"(16.999, 19.0]"
2505,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2506,Graduate,Graduate,0,Oral Hygiene,"(16.999, 19.0]"
2507,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
2508,Graduate,Graduate,0,Animation and Multimedia Design,"(20.0, 25.0]"
2509,Graduate,Graduate,0,Communication Design,"(25.0, 70.0]"
2510,Dropout,Dropout,1,Journalism and Communication,"(16.999, 19.0]"
2511,Enrolled,Enrolled,0,Nursing,"(16.999, 19.0]"
2512,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2513,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
2514,Dropout,Dropout,1,Advertising and Marketing Management,"(16.999, 19.0]"
2515,Enrolled,Enrolled,0,Informatics Engineering,"(19.0, 20.0]"
2516,Graduate,Graduate,0,Communication Design,"(20.0, 25.0]"
2517,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2518,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
2519,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
2520,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
2521,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
2522,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2523,Dropout,Dropout,1,Basic Education,"(19.0, 20.0]"
2524,Dropout,Dropout,1,Social Service,"(16.999, 19.0]"
2525,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
2526,Dropout,Dropout,1,Communication Design,"(16.999, 19.0]"
2527,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2528,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
2529,Graduate,Graduate,0,Management,"(16.999, 19.0]"
2530,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
2531,Graduate,Graduate,0,Agronomy,"(19.0, 20.0]"
2532,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
2533,Enrolled,Enrolled,0,Equinculture,"(16.999, 19.0]"
2534,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
2535,Enrolled,Enrolled,0,Basic Education,"(16.999, 19.0]"
2536,Enrolled,Enrolled,0,Equinculture,"(16.999, 19.0]"
2537,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
2538,Graduate,Graduate,0,Advertising and Marketing Management,"(19.0, 20.0]"
2539,Graduate,Graduate,0,Equinculture,"(16.999, 19.0]"
2540,Dropout,Dropout,1,Management,"(25.0, 70.0]"
2541,Dropout,Dropout,1,Basic Education,"(16.999, 19.0]"
2542,Graduate,Graduate,0,Oral Hygiene,"(16.999, 19.0]"
2543,Dropout,Dropout,1,Communication Design,"(16.999, 19.0]"
2544,Enrolled,Enrolled,0,Agronomy,"(16.999, 19.0]"
2545,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
2546,Graduate,Graduate,0,Social Service,"(19.0, 20.0]"
2547,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2548,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
2549,Dropout,Dropout,1,Tourism,"(16.999, 19.0]"
2550,Graduate,Graduate,0,Social Service (evening attendance),"(20.0, 25.0]"
2551,Enrolled,Enrolled,0,Communication Design,"(19.0, 20.0]"
2552,Graduate,Graduate,0,Social Service (evening attendance),"(16.999, 19.0]"
2553,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2554,Enrolled,Enrolled,0,Informatics Engineering,"(16.999, 19.0]"
2555,Enrolled,Enrolled,0,Informatics Engineering,"(16.999, 19.0]"
2556,Graduate,Graduate,0,Management,"(16.999, 19.0]"
2557,Enrolled,Enrolled,0,Animation and Multimedia Design,"(16.999, 19.0]"
2558,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
2559,Dropout,Dropout,1,Journalism and Communication,"(16.999, 19.0]"
2560,Graduate,Graduate,0,Basic Education,"(16.999, 19.0]"
2561,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2562,Dropout,Dropout,1,Nursing,"(25.0, 70.0]"
2563,Enrolled,Enrolled,0,Social Service,"(19.0, 20.0]"
2564,Graduate,Graduate,0,Tourism,"(19.0, 20.0]"
2565,Graduate,Graduate,0,Social Service,"(20.0, 25.0]"
2566,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2567,Enrolled,Enrolled,0,Social Service (evening attendance),"(25.0, 70.0]"
2568,Enrolled,Enrolled,0,Management,"(25.0, 70.0]"
2569,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
2570,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2571,Graduate,Graduate,0,Nursing,"(25.0, 70.0]"
2572,Graduate,Graduate,0,Social Service,"(20.0, 25.0]"
2573,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2574,Graduate,Graduate,0,Journalism and Communication,"(19.0, 20.0]"
2575,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
2576,Dropout,Dropout,1,Veterinary Nursing,"(25.0, 70.0]"
2577,Dropout,Dropout,1,Tourism,"(20.0, 25.0]"
2578,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2579,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
2580,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
2581,Dropout,Dropout,1,Agronomy,"(25.0, 70.0]"
2582,Graduate,Graduate,0,Management,"(16.999, 19.0]"
2583,Enrolled,Enrolled,0,Management (evening attendance),"(25.0, 70.0]"
2584,Graduate,Graduate,0,Basic Education,"(16.999, 19.0]"
2585,Graduate,Graduate,0,Social Service (evening attendance),"(16.999, 19.0]"
2586,Enrolled,Enrolled,0,Management,"(20.0, 25.0]"
2587,Enrolled,Enrolled,0,Management,"(20.0, 25.0]"
2588,Dropout,Dropout,1,Basic Education,"(19.0, 20.0]"
2589,Enrolled,Enrolled,0,Basic Education,"(16.999, 19.0]"
2590,Dropout,Dropout,1,Agronomy,"(25.0, 70.0]"
2591,Enrolled,Enrolled,0,Basic Education,"(20.0, 25.0]"
2592,Graduate,Graduate,0,Management,"(20.0, 25.0]"
2593,Dropout,Dropout,1,Oral Hygiene,"(25.0, 70.0]"
2594,Enrolled,Enrolled,0,Management,"(20.0, 25.0]"
2595,Graduate,Graduate,0,Communication Design,"(16.999, 19.0]"
2596,Dropout,Dropout,1,Communication Design,"(20.0, 25.0]"
2597,Dropout,Dropout,1,Animation and Multimedia Design,"(16.999, 19.0]"
2598,Enrolled,Enrolled,0,Veterinary Nursing,"(20.0, 25.0]"
2599,Enrolled,Enrolled,0,Basic Education,"(16.999, 19.0]"
2600,Dropout,Dropout,1,Basic Education,"(16.999, 19.0]"
2601,Enrolled,Enrolled,0,Tourism,"(20.0, 25.0]"
2602,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
2603,Dropout,Dropout,1,Veterinary Nursing,"(16.999, 19.0]"
2604,Dropout,Dropout,1,Social Service,"(16.999, 19.0]"
2605,Graduate,Graduate,0,Veterinary Nursing,"(25.0, 70.0]"
2606,Graduate,Graduate,0,Veterinary Nursing,"(20.0, 25.0]"
2607,Dropout,Dropout,1,Journalism and Communication,"(16.999, 19.0]"
2608,Graduate,Graduate,0,Tourism,"(19.0, 20.0]"
2609,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2610,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2611,Graduate,Graduate,0,Journalism and Communication,"(19.0, 20.0]"
2612,Graduate,Graduate,0,Equinculture,"(19.0, 20.0]"
2613,Dropout,Dropout,1,Management (evening attendance),"(20.0, 25.0]"
2614,Dropout,Dropout,1,Informatics Engineering,"(16.999, 19.0]"
2615,Dropout,Dropout,1,Equinculture,"(16.999, 19.0]"
2616,Dropout,Dropout,1,Basic Education,"(16.999, 19.0]"
2617,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
2618,Dropout,Dropout,1,Basic Education,"(16.999, 19.0]"
2619,Graduate,Graduate,0,Social Service,"(20.0, 25.0]"
2620,Enrolled,Enrolled,0,Communication Design,"(25.0, 70.0]"
2621,Graduate,Graduate,0,Communication Design,"(19.0, 20.0]"
2622,Graduate,Graduate,0,Social Service (evening attendance),"(20.0, 25.0]"
2623,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2624,Graduate,Graduate,0,Journalism and Communication,"(19.0, 20.0]"
2625,Dropout,Dropout,1,Management (evening attendance),"(20.0, 25.0]"
2626,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2627,Enrolled,Enrolled,0,Nursing,"(16.999, 19.0]"
2628,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
2629,Enrolled,Enrolled,0,Management (evening attendance),"(25.0, 70.0]"
2630,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2631,Dropout,Dropout,1,Tourism,"(19.0, 20.0]"
2632,Graduate,Graduate,0,Nursing,"(20.0, 25.0]"
2633,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2634,Enrolled,Enrolled,0,Advertising and Marketing Management,"(19.0, 20.0]"
2635,Dropout,Dropout,1,Oral Hygiene,"(25.0, 70.0]"
2636,Dropout,Dropout,1,Tourism,"(20.0, 25.0]"
2637,Graduate,Graduate,0,Animation and Multimedia Design,"(16.999, 19.0]"
2638,Graduate,Graduate,0,Management,"(16.999, 19.0]"
2639,Graduate,Graduate,0,Animation and Multimedia Design,"(20.0, 25.0]"
2640,Dropout,Dropout,1,Informatics Engineering,"(25.0, 70.0]"
2641,Graduate,Graduate,0,Journalism and Communication,"(19.0, 20.0]"
2642,Dropout,Dropout,1,Advertising and Marketing Management,"(19.0, 20.0]"
2643,Dropout,Dropout,1,Management (evening attendance),"(20.0, 25.0]"
2644,Graduate,Graduate,0,Agronomy,"(25.0, 70.0]"
2645,Dropout,Dropout,1,Animation and Multimedia Design,"(20.0, 25.0]"
2646,Enrolled,Enrolled,0,Communication Design,"(25.0, 70.0]"
2647,Dropout,Dropout,1,Agronomy,"(19.0, 20.0]"
2648,Dropout,Dropout,1,Social Service (evening attendance),"(25.0, 70.0]"
2649,Dropout,Dropout,1,Nursing,"(19.0, 20.0]"
2650,Enrolled,Enrolled,0,Nursing,"(19.0, 20.0]"
2651,Dropout,Dropout,1,Agronomy,"(25.0, 70.0]"
2652,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
2653,Dropout,Dropout,1,Management,"(25.0, 70.0]"
2654,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2655,Graduate,Graduate,0,Nursing,"(20.0, 25.0]"
2656,Graduate,Graduate,0,Animation and Multimedia Design,"(16.999, 19.0]"
2657,Enrolled,Enrolled,0,Basic Education,"(19.0, 20.0]"
2658,Dropout,Dropout,1,Animation and Multimedia Design,"(20.0, 25.0]"
2659,Dropout,Dropout,1,Tourism,"(16.999, 19.0]"
2660,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2661,Graduate,Graduate,0,Journalism and Communication,"(25.0, 70.0]"
2662,Dropout,Dropout,1,Nursing,"(19.0, 20.0]"
2663,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2664,Graduate,Graduate,0,Management (evening attendance),"(25.0, 70.0]"
2665,Dropout,Dropout,1,Journalism and Communication,"(25.0, 70.0]"
2666,Graduate,Graduate,0,Communication Design,"(16.999, 19.0]"
2667,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2668,Enrolled,Enrolled,0,Nursing,"(25.0, 70.0]"
2669,Dropout,Dropout,1,Social Service (evening attendance),"(25.0, 70.0]"
2670,Enrolled,Enrolled,0,Informatics Engineering,"(16.999, 19.0]"
2671,Graduate,Graduate,0,Management (evening attendance),"(25.0, 70.0]"
2672,Dropout,Dropout,1,Tourism,"(20.0, 25.0]"
2673,Enrolled,Enrolled,0,Management (evening attendance),"(25.0, 70.0]"
2674,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
2675,Enrolled,Enrolled,0,Tourism,"(25.0, 70.0]"
2676,Dropout,Dropout,1,Oral Hygiene,"(25.0, 70.0]"
2677,Graduate,Graduate,0,Management (evening attendance),"(25.0, 70.0]"
2678,Enrolled,Enrolled,0,Agronomy,"(25.0, 70.0]"
2679,Graduate,Graduate,0,Management (evening attendance),"(25.0, 70.0]"
2680,Graduate,Graduate,0,Nursing,"(25.0, 70.0]"
2681,Dropout,Dropout,1,Nursing,"(25.0, 70.0]"
2682,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2683,Graduate,Graduate,0,Veterinary Nursing,"(20.0, 25.0]"
2684,Dropout,Dropout,1,Agronomy,"(25.0, 70.0]"
2685,Enrolled,Enrolled,0,Informatics Engineering,"(19.0, 20.0]"
2686,Enrolled,Enrolled,0,Management,"(19.0, 20.0]"
2687,Dropout,Dropout,1,Informatics Engineering,"(25.0, 70.0]"
2688,Enrolled,Enrolled,0,Informatics Engineering,"(19.0, 20.0]"
2689,Dropout,Dropout,1,Journalism and Communication,"(20.0, 25.0]"
2690,Dropout,Dropout,1,Management,"(20.0, 25.0]"
2691,Graduate,Graduate,0,Management,"(16.999, 19.0]"
2692,Graduate,Graduate,0,Management,"(19.0, 20.0]"
2693,Graduate,Graduate,0,Agronomy,"(16.999, 19.0]"
2694,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
2695,Enrolled,Enrolled,0,Nursing,"(25.0, 70.0]"
2696,Dropout,Dropout,1,Tourism,"(25.0, 70.0]"
2697,Enrolled,Enrolled,0,Advertising and Marketing Management,"(20.0, 25.0]"
2698,Dropout,Dropout,1,Communication Design,"(19.0, 20.0]"
2699,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2700,Dropout,Dropout,1,Animation and Multimedia Design,"(20.0, 25.0]"
2701,Dropout,Dropout,1,Agronomy,"(25.0, 70.0]"
2702,Dropout,Dropout,1,Informatics Engineering,"(19.0, 20.0]"
2703,Dropout,Dropout,1,Agronomy,"(20.0, 25.0]"
2704,Enrolled,Enrolled,0,Advertising and Marketing Management,"(16.999, 19.0]"
2705,Dropout,Dropout,1,Management,"(20.0, 25.0]"
2706,Graduate,Graduate,0,Equinculture,"(19.0, 20.0]"
2707,Dropout,Dropout,1,Management,"(19.0, 20.0]"
2708,Graduate,Graduate,0,Communication Design,"(16.999, 19.0]"
2709,Enrolled,Enrolled,0,Oral Hygiene,"(20.0, 25.0]"
2710,Graduate,Graduate,0,Tourism,"(20.0, 25.0]"
2711,Dropout,Dropout,1,Social Service (evening attendance),"(25.0, 70.0]"
2712,Dropout,Dropout,1,Management,"(16.999, 19.0]"
2713,Graduate,Graduate,0,Equinculture,"(20.0, 25.0]"
2714,Dropout,Dropout,1,Veterinary Nursing,"(25.0, 70.0]"
2715,Graduate,Graduate,0,Nursing,"(20.0, 25.0]"
2716,Enrolled,Enrolled,0,Oral Hygiene,"(25.0, 70.0]"
2717,Graduate,Graduate,0,Advertising and Marketing Management,"(20.0, 25.0]"
2718,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2719,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
2720,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
2721,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
2722,Enrolled,Enrolled,0,Veterinary Nursing,"(20.0, 25.0]"
2723,Dropout,Dropout,1,Management,"(16.999, 19.0]"
2724,Graduate,Graduate,0,Nursing,"(20.0, 25.0]"
2725,Enrolled,Enrolled,0,Equinculture,"(20.0, 25.0]"
2726,Graduate,Graduate,0,Veterinary Nursing,"(20.0, 25.0]"
2727,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2728,Enrolled,Enrolled,0,Veterinary Nursing,"(25.0, 70.0]"
2729,Graduate,Graduate,0,Equinculture,"(19.0, 20.0]"
2730,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
2731,Graduate,Graduate,0,Social Service,"(19.0, 20.0]"
2732,Enrolled,Enrolled,0,Nursing,"(19.0, 20.0]"
2733,Enrolled,Enrolled,0,Social Service,"(16.999, 19.0]"
2734,Graduate,Graduate,0,Journalism and Communication,"(20.0, 25.0]"
2735,Graduate,Graduate,0,Nursing,"(19.0, 20.0]"
2736,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2737,Dropout,Dropout,1,Equinculture,"(16.999, 19.0]"
2738,Graduate,Graduate,0,Management,"(16.999, 19.0]"
2739,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
2740,Graduate,Graduate,0,Communication Design,"(16.999, 19.0]"
2741,Graduate,Graduate,0,Social Service (evening attendance),"(20.0, 25.0]"
2742,Graduate,Graduate,0,Social Service,"(20.0, 25.0]"
2743,Graduate,Graduate,0,Social Service,"(19.0, 20.0]"
2744,Dropout,Dropout,1,Tourism,"(25.0, 70.0]"
2745,Graduate,Graduate,0,Basic Education,"(20.0, 25.0]"
2746,Enrolled,Enrolled,0,Nursing,"(19.0, 20.0]"
2747,Dropout,Dropout,1,Agronomy,"(25.0, 70.0]"
2748,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2749,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2750,Dropout,Dropout,1,Informatics Engineering,"(20.0, 25.0]"
2751,Graduate,Graduate,0,Advertising and Marketing Management,"(20.0, 25.0]"
2752,Dropout,Dropout,1,Social Service (evening attendance),"(25.0, 70.0]"
2753,Graduate,Graduate,0,Management (evening attendance),"(25.0, 70.0]"
2754,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2755,Graduate,Graduate,0,Social Service,"(25.0, 70.0]"
2756,Dropout,Dropout,1,Management,"(25.0, 70.0]"
2757,Dropout,Dropout,1,Veterinary Nursing,"(20.0, 25.0]"
2758,Enrolled,Enrolled,0,Agronomy,"(20.0, 25.0]"
2759,Enrolled,Enrolled,0,Agronomy,"(19.0, 20.0]"
2760,Dropout,Dropout,1,Nursing,"(25.0, 70.0]"
2761,Enrolled,Enrolled,0,Social Service (evening attendance),"(25.0, 70.0]"
2762,Enrolled,Enrolled,0,Social Service (evening attendance),"(25.0, 70.0]"
2763,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
2764,Enrolled,Enrolled,0,Management (evening attendance),"(20.0, 25.0]"
2765,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2766,Graduate,Graduate,0,Nursing,"(25.0, 70.0]"
2767,Dropout,Dropout,1,Social Service (evening attendance),"(20.0, 25.0]"
2768,Graduate,Graduate,0,Management,"(19.0, 20.0]"
2769,Dropout,Dropout,1,Nursing,"(16.999, 19.0]"
2770,Graduate,Graduate,0,Oral Hygiene,"(16.999, 19.0]"
2771,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2772,Enrolled,Enrolled,0,Nursing,"(16.999, 19.0]"
2773,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2774,Enrolled,Enrolled,0,Nursing,"(16.999, 19.0]"
2775,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2776,Enrolled,Enrolled,0,Animation and Multimedia Design,"(16.999, 19.0]"
2777,Enrolled,Enrolled,0,Advertising and Marketing Management,"(16.999, 19.0]"
2778,Graduate,Graduate,0,Agronomy,"(20.0, 25.0]"
2779,Graduate,Graduate,0,Social Service,"(20.0, 25.0]"
2780,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2781,Dropout,Dropout,1,Basic Education,"(19.0, 20.0]"
2782,Enrolled,Enrolled,0,Journalism and Communication,"(20.0, 25.0]"
2783,Enrolled,Enrolled,0,Social Service,"(19.0, 20.0]"
2784,Graduate,Graduate,0,Communication Design,"(16.999, 19.0]"
2785,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
2786,Dropout,Dropout,1,Journalism and Communication,"(25.0, 70.0]"
2787,Enrolled,Enrolled,0,Advertising and Marketing Management,"(16.999, 19.0]"
2788,Dropout,Dropout,1,Advertising and Marketing Management,"(20.0, 25.0]"
2789,Dropout,Dropout,1,Animation and Multimedia Design,"(25.0, 70.0]"
2790,Dropout,Dropout,1,Management,"(16.999, 19.0]"
2791,Graduate,Graduate,0,Veterinary Nursing,"(16.999, 19.0]"
2792,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
2793,Graduate,Graduate,0,Animation and Multimedia Design,"(16.999, 19.0]"
2794,Enrolled,Enrolled,0,Management (evening attendance),"(25.0, 70.0]"
2795,Graduate,Graduate,0,Nursing,"(25.0, 70.0]"
2796,Dropout,Dropout,1,Nursing,"(25.0, 70.0]"
2797,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
2798,Graduate,Graduate,0,Nursing,"(25.0, 70.0]"
2799,Dropout,Dropout,1,Informatics Engineering,"(25.0, 70.0]"
2800,Graduate,Graduate,0,Tourism,"(16.999, 19.0]"
2801,Dropout,Dropout,1,Equinculture,"(19.0, 20.0]"
2802,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
2803,Graduate,Graduate,0,Veterinary Nursing,"(19.0, 20.0]"
2804,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
2805,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2806,Graduate,Graduate,0,Journalism and Communication,"(20.0, 25.0]"
2807,Enrolled,Enrolled,0,Advertising and Marketing Management,"(16.999, 19.0]"
2808,Graduate,Graduate,0,Journalism and Communication,"(16.999, 19.0]"
2809,Enrolled,Enrolled,0,Nursing,"(16.999, 19.0]"
2810,Graduate,Graduate,0,Basic Education,"(16.999, 19.0]"
2811,Dropout,Dropout,1,Nursing,"(25.0, 70.0]"
2812,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2813,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
2814,Graduate,Graduate,0,Animation and Multimedia Design,"(16.999, 19.0]"
2815,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
2816,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2817,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
2818,Graduate,Graduate,0,Social Service (evening attendance),"(25.0, 70.0]"
2819,Enrolled,Enrolled,0,Journalism and Communication,"(16.999, 19.0]"
2820,Graduate,Graduate,0,Nursing,"(16.999, 19.0]"
2821,Dropout,Dropout,1,Veterinary Nursing,"(20.0, 25.0]"
2822,Graduate,Graduate,0,Social Service,"(16.999, 19.0]"
2823,Enrolled,Enrolled,0,Advertising and Marketing Management,"(16.999, 19.0]"
2824,Enrolled,Enrolled,0,Nursing,"(16.999, 19.0]"
2825,Dropout,Dropout,1,Equinculture,"(16.999, 19.0]"
2826,Graduate,Graduate,0,Advertising and Marketing Management,"(16.999, 19.0]"
2827,Graduate,Graduate,0,Management (evening attendance),"(25.0, 70.0]"
2828,Enrolled,Enrolled,0,Communication Design,"(16.999, 19.0]"
2829,Dropout,Dropout,1,Animation and Multimedia Design,"(19.0, 20.0]"
2830,Graduate,Graduate,0,Management,"(16.999, 19.0]"
2831,Enrolled,Enrolled,0,Management,"(16.999, 19.0]"
2832,Enrolled,Enrolled,0,Agronomy,"(25.0, 70.0]"
2833,Enrolled,Enrolled,0,Advertising and Marketing Management,"(20.0, 25.0]"
2834,Graduate,Graduate,0,Veterinary Nursing,"(20.0, 25.0]"
2835,Graduate,Graduate,0,Management,"(25.0, 70.0]"
2836,Dropout,Dropout,1,Management (evening attendance),"(25.0, 70.0]"
2837,Enrolled,Enrolled,0,Management,"(25.0, 70.0]"
