,previous_qualification,previous_qualification_grade,mother_s_qualification,father_s_qualification,admission_grade,curricular_units_first_sem_credited,curricular_units_first_sem_enrolled,curricular_units_first_sem_evaluations,curricular_units_first_sem_approved,curricular_units_first_sem_grade,curricular_units_first_sem_without_evaluations,curricular_units_second_sem_credited,curricular_units_second_sem_enrolled,curricular_units_second_sem_evaluations,curricular_units_second_sem_approved,curricular_units_second_sem_grade,curricular_units_second_sem_without_evaluations,first_sem_approval_ratio,first_sem_unapproved_units,first_sem_approved_per_evaluation,first_sem_without_eval_ratio
2116,1,140.0,1,19,140.7,0,6,7,6,12.28571429,0,0,6,7,6,12.0,0,1.0,0,0.8571428571428571,0.0
2117,1,141.0,38,38,142.3,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,1.0,0,1.0,0.0
2118,1,132.0,12,12,129.9,0,6,6,6,12.66666667,0,0,6,8,5,14.4,0,1.0,0,1.0,0.0
2119,1,133.0,1,1,134.8,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2120,1,109.0,19,19,104.1,0,6,16,2,13.0,0,0,6,8,0,0.0,0,0.3333333333333333,4,0.125,0.0
2121,1,135.0,1,38,122.4,0,5,10,5,10.875,0,0,5,8,4,12.4,0,1.0,0,0.5,0.0
2122,1,122.0,37,37,120.6,0,5,5,5,12.8,0,0,5,8,5,11.6,0,1.0,0,1.0,0.0
2123,1,118.0,1,19,112.4,0,6,10,5,11.28571429,0,0,6,7,0,0.0,0,0.8333333333333334,1,0.5,0.0
2124,1,174.0,5,3,157.9,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2125,1,142.0,38,38,125.9,0,6,0,0,0.0,0,0,6,11,1,10.0,0,0.0,6,0.0,0.0
2126,1,131.0,38,1,118.4,0,7,9,6,13.76666667,0,0,8,9,8,13.74444444,0,0.8571428571428571,1,0.6666666666666666,0.0
2127,1,139.0,18,18,130.8,0,8,9,6,12.75833333,1,0,8,9,6,12.75833333,1,0.75,2,0.6666666666666666,0.125
2128,1,170.0,19,19,176.7,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2129,1,182.0,19,1,156.8,0,6,6,6,12.66666667,0,0,6,8,6,13.25,0,1.0,0,1.0,0.0
2130,1,125.0,19,37,126.8,0,6,13,6,12.0,0,0,6,16,4,12.75,0,1.0,0,0.46153846153846156,0.0
2131,1,142.0,1,37,128.0,0,6,8,6,12.25,0,0,6,8,6,12.0,0,1.0,0,0.75,0.0
2132,1,119.0,19,37,113.8,0,5,8,3,11.33333333,0,0,5,8,5,12.2,0,0.6,2,0.375,0.0
2133,1,128.0,1,1,120.8,0,7,9,7,13.50714286,0,0,8,12,8,13.05,0,1.0,0,0.7777777777777778,0.0
2134,1,150.0,19,38,130.8,0,8,8,7,13.61428571,0,0,8,8,7,13.61428571,0,0.875,1,0.875,0.0
2135,1,133.1,19,1,101.0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,0.0,6,0.0,0.0
2136,1,131.0,37,37,126.1,0,6,9,4,11.5,1,0,6,6,6,12.16666667,0,0.6666666666666666,2,0.4444444444444444,0.16666666666666666
2137,1,118.0,38,19,113.8,0,6,7,6,12.33333333,0,0,6,7,6,12.5,0,1.0,0,0.8571428571428571,0.0
2138,1,122.0,19,38,118.3,0,7,7,7,11.97142857,0,0,8,8,8,14.4375,0,1.0,0,1.0,0.0
2139,1,116.0,19,19,127.9,0,5,12,2,13.0,1,0,5,13,2,11.5,0,0.4,3,0.16666666666666666,0.2
2140,1,137.0,1,1,131.1,0,7,9,7,12.38571429,0,0,8,9,7,12.72857143,0,1.0,0,0.7777777777777778,0.0
2141,1,128.0,38,37,117.9,0,5,12,2,13.5,0,0,5,12,5,11.28571429,1,0.4,3,0.16666666666666666,0.0
2142,1,123.0,1,1,115.7,0,6,8,6,12.16666667,0,0,6,7,6,13.28571429,0,1.0,0,0.75,0.0
2143,1,133.1,3,1,141.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2144,12,110.0,37,37,120.0,0,6,6,6,11.66666667,0,0,6,6,6,13.66666667,0,1.0,0,1.0,0.0
2145,1,143.0,3,3,131.8,0,6,9,5,12.4,0,0,6,12,5,14.16666667,0,0.8333333333333334,1,0.5555555555555556,0.0
2146,1,150.0,37,37,131.1,0,6,7,5,13.4,0,0,6,6,6,12.83333333,0,0.8333333333333334,1,0.7142857142857143,0.0
2147,1,129.0,38,19,117.8,0,6,11,6,12.0,0,0,6,11,4,12.5,0,1.0,0,0.5454545454545454,0.0
2148,1,140.0,19,19,140.0,0,5,6,5,14.2,0,0,5,5,5,14.8,0,1.0,0,0.8333333333333334,0.0
2149,1,133.1,38,37,108.0,0,6,8,6,12.125,0,0,6,7,6,14.42857143,0,1.0,0,0.75,0.0
2150,1,132.0,1,19,122.9,0,7,7,7,13.85714286,0,0,7,7,7,13.28571429,0,1.0,0,1.0,0.0
2151,39,130.0,3,1,130.0,1,6,13,3,11.75,0,1,6,13,5,12.33333333,0,0.5,3,0.23076923076923078,0.0
2152,1,137.0,38,37,126.0,0,7,9,7,14.28333333,0,0,8,9,8,13.12555556,0,1.0,0,0.7777777777777778,0.0
2153,1,133.1,1,19,134.0,10,13,21,11,13.27272727,0,6,11,13,9,13.0,0,0.8461538461538461,2,0.5238095238095238,0.0
2154,1,143.0,38,19,134.3,0,6,6,6,14.66666667,0,0,6,7,6,15.14285714,0,1.0,0,1.0,0.0
2155,1,148.0,19,19,138.7,0,7,10,7,15.115,0,0,8,10,8,15.092,0,1.0,0,0.7,0.0
2156,1,137.0,1,1,143.3,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2157,39,160.0,37,19,160.0,1,6,13,6,15.0,0,1,6,7,6,13.14285714,0,1.0,0,0.46153846153846156,0.0
2158,1,112.0,3,1,111.0,0,6,8,5,13.2,0,0,6,9,5,14.33333333,0,0.8333333333333334,1,0.625,0.0
2159,1,133.0,37,37,128.5,0,6,14,2,11.0,0,0,6,14,3,10.33333333,0,0.3333333333333333,4,0.14285714285714285,0.0
2160,1,142.0,1,3,133.0,0,8,8,7,14.56571429,0,0,8,8,7,14.56571429,0,0.875,1,0.875,0.0
2161,1,123.0,34,37,114.6,0,5,8,3,12.0,0,0,5,6,4,10.75,0,0.6,2,0.375,0.0
2162,1,103.0,19,37,104.1,0,6,6,0,0.0,0,0,5,5,0,0.0,0,0.0,6,0.0,0.0
2163,1,140.0,1,1,127.6,0,7,7,6,13.79666667,0,0,8,11,7,13.775,0,0.8571428571428571,1,0.8571428571428571,0.0
2164,1,159.0,1,1,151.0,0,6,6,6,14.83333333,0,0,6,6,6,15.33333333,0,1.0,0,1.0,0.0
2165,39,140.0,1,1,135.7,3,6,6,6,12.83333333,0,2,6,6,6,13.83333333,0,1.0,0,1.0,0.0
2166,1,148.0,38,37,137.8,0,8,8,7,14.96285714,0,0,8,8,7,14.96285714,0,0.875,1,0.875,0.0
2167,1,112.0,38,38,117.3,0,5,8,4,12.0,0,0,5,8,5,11.2,0,0.8,1,0.5,0.0
2168,1,131.0,1,3,121.2,0,7,8,7,12.4,0,0,8,9,8,12.8,0,1.0,0,0.875,0.0
2169,1,145.0,3,3,129.3,0,6,7,6,15.57142857,0,0,6,6,6,17.16666667,0,1.0,0,0.8571428571428571,0.0
2170,1,133.1,1,1,123.0,0,8,8,7,13.71428571,0,0,8,8,7,13.71428571,0,0.875,1,0.875,0.0
2171,39,140.0,1,19,140.0,2,6,9,6,13.14285714,0,0,6,9,6,12.16666667,0,1.0,0,0.6666666666666666,0.0
2172,43,140.0,37,1,140.0,0,6,7,6,15.0,0,0,6,8,3,11.0,0,1.0,0,0.8571428571428571,0.0
2173,1,150.0,12,2,144.6,0,5,6,1,13.0,0,0,5,5,0,0.0,0,0.2,4,0.16666666666666666,0.0
2174,1,120.0,1,38,118.3,8,11,12,11,12.0,0,6,11,14,11,12.75,0,1.0,0,0.9166666666666666,0.0
2175,1,156.0,19,38,153.6,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2176,1,167.0,1,1,158.3,0,6,6,6,15.16666667,0,0,6,6,6,14.16666667,0,1.0,0,1.0,0.0
2177,6,133.1,34,34,100.0,1,6,9,4,12.0,0,1,6,13,2,10.5,0,0.6666666666666666,2,0.4444444444444444,0.0
2178,1,147.0,1,1,134.9,0,7,7,7,13.64285714,0,0,8,11,8,14.77272727,0,1.0,0,1.0,0.0
2179,1,129.0,38,37,142.0,0,6,8,6,12.66666667,0,0,6,7,6,12.71428571,0,1.0,0,0.75,0.0
2180,1,136.0,38,38,127.3,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2181,1,128.0,19,19,116.5,0,6,8,5,10.8,0,0,6,9,6,10.5,0,0.8333333333333334,1,0.625,0.0
2182,1,140.0,19,19,138.6,0,7,9,6,14.25,0,0,8,11,8,13.06363636,0,0.8571428571428571,1,0.6666666666666666,0.0
2183,1,141.0,37,19,133.0,6,14,22,12,12.15384615,0,5,12,18,10,12.9,0,0.8571428571428571,2,0.5454545454545454,0.0
2184,1,133.0,2,1,136.2,0,6,14,1,11.5,0,0,6,12,2,10.5,0,0.16666666666666666,5,0.07142857142857142,0.0
2185,1,125.0,19,19,118.0,0,6,10,4,12.25,0,0,6,9,3,12.33333333,0,0.6666666666666666,2,0.4,0.0
2186,1,124.0,19,37,126.8,1,6,8,6,12.0,1,0,6,12,5,11.14285714,0,1.0,0,0.75,0.16666666666666666
2187,1,140.0,19,38,128.5,0,8,8,8,13.40375,0,0,8,8,8,13.40375,0,1.0,0,1.0,0.0
2188,1,140.0,3,1,129.9,0,6,15,6,11.33333333,0,0,6,9,3,12.66666667,0,1.0,0,0.4,0.0
2189,1,137.0,1,1,125.8,0,6,7,5,12.2,0,0,6,6,6,12.33333333,0,0.8333333333333334,1,0.7142857142857143,0.0
2190,1,144.0,37,37,129.3,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2191,1,138.0,4,19,124.7,0,7,0,0,0.0,0,0,8,0,0,0.0,0,0.0,7,0.0,0.0
2192,1,130.0,3,1,154.9,0,6,8,5,16.16666667,0,0,6,10,4,16.0,0,0.8333333333333334,1,0.625,0.0
2193,1,142.0,19,38,127.3,0,5,10,3,11.0,0,0,5,6,3,11.0,1,0.6,2,0.3,0.0
2194,1,136.0,37,19,129.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2195,1,133.1,38,19,98.0,0,6,8,4,12.0,0,0,6,8,6,12.28571429,0,0.6666666666666666,2,0.5,0.0
2196,1,130.0,1,38,122.0,0,5,8,2,10.5,0,0,5,11,4,12.25,0,0.4,3,0.25,0.0
2197,1,117.0,1,1,112.5,3,6,7,3,11.66666667,0,1,6,13,4,10.33333333,0,0.5,3,0.42857142857142855,0.0
2198,1,136.0,38,38,127.3,0,5,8,3,11.0,0,0,5,7,2,10.0,0,0.6,2,0.375,0.0
2199,1,133.1,1,1,100.5,0,7,18,0,0.0,0,0,7,13,0,0.0,1,0.0,7,0.0,0.0
2200,1,140.0,37,37,122.0,0,6,11,4,12.5,0,0,6,7,0,0.0,0,0.6666666666666666,2,0.36363636363636365,0.0
2201,1,150.0,38,3,140.0,0,7,11,7,11.29444444,0,0,8,22,2,12.6,0,1.0,0,0.6363636363636364,0.0
2202,1,121.0,19,38,116.1,0,6,8,5,11.2,0,0,6,11,4,12.5,0,0.8333333333333334,1,0.625,0.0
2203,3,120.0,19,19,130.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2204,1,143.0,1,1,146.2,0,6,7,5,13.2,0,0,6,6,5,11.8,0,0.8333333333333334,1,0.7142857142857143,0.0
2205,39,180.0,1,1,180.0,3,7,12,6,14.14285714,0,1,6,10,6,14.125,0,0.8571428571428571,1,0.5,0.0
2206,1,132.0,39,39,127.8,0,5,0,0,0.0,0,0,5,0,0,0.0,0,0.0,5,0.0,0.0
2207,1,130.0,37,19,130.8,0,5,5,0,0.0,0,0,5,9,3,13.33333333,2,0.0,5,0.0,0.0
2208,1,133.1,38,38,109.0,0,5,7,3,12.33333333,0,0,5,9,3,10.57142857,0,0.6,2,0.42857142857142855,0.0
2209,1,131.0,1,38,132.4,0,6,6,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
2210,1,149.0,1,1,129.3,0,8,8,7,13.1,0,0,8,8,7,13.1,0,0.875,1,0.875,0.0
2211,1,124.0,37,37,125.4,0,6,6,6,13.5,0,0,6,6,6,13.16666667,0,1.0,0,1.0,0.0
2212,1,126.0,38,19,130.2,0,5,7,5,10.2,0,0,5,8,3,12.0,0,1.0,0,0.7142857142857143,0.0
2213,1,140.0,19,38,132.0,0,6,10,5,11.57142857,0,0,6,10,3,13.0,0,0.8333333333333334,1,0.5,0.0
2214,39,170.0,19,19,170.0,0,6,7,6,15.28571429,0,0,6,6,6,15.16666667,0,1.0,0,0.8571428571428571,0.0
2215,1,133.0,3,1,130.2,0,6,9,5,12.6,0,6,10,16,8,11.0,1,0.8333333333333334,1,0.5555555555555556,0.0
2216,1,126.0,3,3,115.5,0,7,11,6,13.43333333,0,0,7,10,4,13.6,0,0.8571428571428571,1,0.5454545454545454,0.0
2217,1,129.0,19,19,127.6,0,5,8,5,11.6,0,0,5,9,3,11.0,0,1.0,0,0.625,0.0
2218,43,140.0,19,1,140.0,0,6,6,6,14.66666667,0,0,6,6,6,13.5,0,1.0,0,1.0,0.0
2219,1,130.0,37,1,120.2,0,6,9,6,14.66666667,0,0,6,12,6,14.66666667,0,1.0,0,0.6666666666666666,0.0
2220,1,130.0,1,1,150.0,0,8,8,7,12.74285714,0,0,8,8,7,12.74285714,0,0.875,1,0.875,0.0
2221,1,99.0,1,3,100.0,0,7,9,7,11.975,0,0,8,9,7,13.12857143,0,1.0,0,0.7777777777777778,0.0
2222,1,146.0,3,1,100.0,0,5,9,4,12.25,0,0,5,11,3,11.66666667,0,0.8,1,0.4444444444444444,0.0
2223,1,129.0,38,37,128.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2224,1,132.0,19,19,128.0,0,8,8,7,14.93571429,0,0,8,8,7,14.93571429,0,0.875,1,0.875,0.0
2225,1,110.0,37,37,107.2,1,6,16,2,10.5,0,0,6,15,4,10.0,0,0.3333333333333333,4,0.125,0.0
2226,1,116.0,3,3,110.1,0,6,9,5,13.33333333,0,0,6,6,5,13.0,0,0.8333333333333334,1,0.5555555555555556,0.0
2227,1,119.0,37,37,119.0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,0.0,6,0.0,0.0
2228,1,120.0,37,38,155.5,0,6,12,5,13.8,0,0,6,13,4,14.0,0,0.8333333333333334,1,0.4166666666666667,0.0
2229,1,117.0,1,1,118.4,0,6,6,6,11.83333333,0,0,6,8,4,10.75,2,1.0,0,1.0,0.0
2230,1,137.0,1,38,141.2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2231,1,124.0,3,3,119.1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2232,1,151.0,1,3,111.0,0,5,9,2,10.0,0,0,5,9,0,0.0,0,0.4,3,0.2222222222222222,0.0
2233,6,138.6,34,34,138.6,0,6,10,4,11.5,0,0,6,11,3,11.66666667,0,0.6666666666666666,2,0.4,0.0
2234,1,118.0,19,19,121.2,0,6,12,3,10.66666667,0,0,6,9,4,12.0,0,0.5,3,0.25,0.0
2235,1,136.0,19,19,150.4,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2236,1,123.0,38,19,117.8,0,6,10,4,12.75,0,0,6,12,2,13.0,0,0.6666666666666666,2,0.4,0.0
2237,19,133.1,38,37,102.5,0,6,7,0,0.0,0,0,6,7,0,0.0,0,0.0,6,0.0,0.0
2238,1,130.0,19,1,110.0,0,6,11,6,11.33333333,0,0,6,12,3,11.33333333,0,1.0,0,0.5454545454545454,0.0
2239,12,133.1,38,19,138.3,0,6,6,0,0.0,0,0,6,6,0,0.0,0,0.0,6,0.0,0.0
2240,1,150.0,3,1,122.3,0,6,10,6,13.0,0,0,6,8,5,12.2,0,1.0,0,0.6,0.0
2241,1,130.0,37,37,127.8,0,5,7,4,10.75,0,0,5,7,3,11.33333333,0,0.8,1,0.5714285714285714,0.0
2242,1,128.0,1,38,100.0,0,5,8,5,12.0,0,0,5,12,2,10.5,0,1.0,0,0.625,0.0
2243,1,133.0,38,37,126.4,0,7,7,7,13.46285714,0,0,8,8,8,13.90625,0,1.0,0,1.0,0.0
2244,19,133.1,37,37,100.0,0,6,13,3,10.0,0,0,6,15,1,10.0,0,0.5,3,0.23076923076923078,0.0
2245,1,129.0,37,37,117.1,0,6,6,6,12.33333333,0,0,6,7,6,13.66666667,0,1.0,0,1.0,0.0
2246,1,128.0,1,1,124.7,0,7,11,6,12.52857143,0,0,7,10,6,12.41666667,0,0.8571428571428571,1,0.5454545454545454,0.0
2247,1,136.0,19,1,124.1,0,8,8,0,0.0,8,0,8,8,0,0.0,8,0.0,8,0.0,1.0
2248,1,130.0,37,12,129.4,0,5,6,0,0.0,0,0,5,7,0,0.0,0,0.0,5,0.0,0.0
2249,1,141.0,1,1,138.9,0,5,5,5,13.6,0,0,5,6,4,13.25,1,1.0,0,1.0,0.0
2250,39,140.0,1,1,138.6,3,6,7,6,12.33333333,0,2,6,6,2,14.0,0,1.0,0,0.8571428571428571,0.0
2251,1,122.0,19,37,133.9,9,13,16,10,11.45454545,0,5,11,13,7,12.25,0,0.7692307692307693,3,0.625,0.0
2252,40,140.0,5,3,140.0,8,13,13,8,13.5,2,5,11,12,5,14.4,0,0.6153846153846154,5,0.6153846153846154,0.15384615384615385
2253,12,133.1,34,34,95.1,0,5,5,0,0.0,0,0,5,6,0,0.0,0,0.0,5,0.0,0.0
2254,1,120.0,19,37,128.2,0,5,5,2,11.0,0,0,5,0,0,0.0,0,0.4,3,0.4,0.0
2255,1,133.1,37,37,121.5,0,6,9,6,13.71428571,0,0,6,13,5,14.33333333,0,1.0,0,0.6666666666666666,0.0
2256,40,120.0,38,37,120.0,18,21,26,21,12.36363636,0,12,16,21,12,12.25,1,1.0,0,0.8076923076923077,0.0
2257,39,130.0,5,3,130.0,1,7,13,3,10.66666667,0,0,6,14,2,11.5,0,0.42857142857142855,4,0.23076923076923078,0.0
2258,3,120.0,4,4,120.0,0,6,9,2,12.0,0,0,6,10,3,12.66666667,0,0.3333333333333333,4,0.2222222222222222,0.0
2259,19,133.1,37,37,107.0,1,7,7,7,12.85714286,0,0,6,6,6,13.16666667,0,1.0,0,1.0,0.0
2260,1,122.0,1,19,116.1,0,6,10,6,13.125,0,0,6,9,6,12.71428571,0,1.0,0,0.6,0.0
2261,1,123.0,1,1,114.4,0,5,6,0,0.0,0,0,5,8,2,11.5,0,0.0,5,0.0,0.0
2262,1,178.0,2,1,157.7,0,6,13,2,13.5,0,0,6,6,0,0.0,0,0.3333333333333333,4,0.15384615384615385,0.0
2263,1,130.0,38,38,150.0,5,11,14,11,15.09090909,0,5,10,11,10,15.0,0,1.0,0,0.7857142857142857,0.0
2264,1,110.0,37,37,114.3,0,6,9,5,12.4,0,0,6,10,5,11.8,0,0.8333333333333334,1,0.5555555555555556,0.0
2265,1,106.0,1,19,104.6,0,6,10,5,14.0,0,0,6,11,4,14.8,0,0.8333333333333334,1,0.5,0.0
2266,3,140.0,39,39,140.0,2,6,8,2,13.5,0,1,6,9,1,13.0,0,0.3333333333333333,4,0.25,0.0
2267,1,108.0,3,1,109.1,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.0,5,0.0,0.0
2268,1,120.0,3,4,120.6,0,7,12,4,12.65,0,0,7,10,3,10.66666667,0,0.5714285714285714,3,0.3333333333333333,0.0
2269,1,100.0,37,37,161.9,0,5,7,0,0.0,0,0,5,7,0,0.0,0,0.0,5,0.0,0.0
2270,3,140.0,34,34,140.0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.0,5,0.0,0.0
2271,1,133.1,37,38,178.0,0,6,8,6,13.33333333,0,0,6,7,5,12.8,0,1.0,0,0.75,0.0
2272,19,133.1,37,1,138.3,0,5,9,3,11.33333333,0,0,5,8,5,11.14285714,0,0.6,2,0.3333333333333333,0.0
2273,1,140.0,34,34,128.0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
2274,19,100.0,37,37,139.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2275,1,123.0,1,3,113.2,0,5,7,3,11.66666667,0,0,5,8,2,10.5,2,0.6,2,0.42857142857142855,0.0
2276,19,133.1,37,37,139.0,0,6,8,6,12.16666667,0,0,6,8,6,14.42857143,0,1.0,0,0.75,0.0
2277,1,135.0,1,42,110.0,0,6,7,6,13.33333333,0,0,6,6,4,12.75,0,1.0,0,0.8571428571428571,0.0
2278,1,132.0,1,1,136.6,0,6,7,5,11.4,0,0,6,10,3,11.0,3,0.8333333333333334,1,0.7142857142857143,0.0
2279,1,120.0,37,37,161.1,0,6,9,6,12.14285714,0,0,6,6,0,0.0,0,1.0,0,0.6666666666666666,0.0
2280,1,130.0,1,2,130.0,9,18,36,17,13.05882353,1,6,12,15,12,12.30769231,0,0.9444444444444444,1,0.4722222222222222,0.05555555555555555
2281,39,140.0,1,38,140.0,0,6,13,4,11.75,0,0,6,15,4,10.5,0,0.6666666666666666,2,0.3076923076923077,0.0
2282,1,133.1,38,1,121.0,0,6,9,5,11.83333333,0,0,6,8,5,10.0,0,0.8333333333333334,1,0.5555555555555556,0.0
2283,39,120.0,2,1,118.6,9,11,14,10,12.4,0,6,10,13,10,11.8,0,0.9090909090909091,1,0.7142857142857143,0.0
2284,1,140.0,19,38,138.3,1,6,8,6,13.42857143,1,0,6,12,4,11.5,0,1.0,0,0.75,0.16666666666666666
2285,1,133.1,37,37,115.8,0,5,5,0,0.0,0,0,5,9,0,0.0,0,0.0,5,0.0,0.0
2286,1,120.0,19,37,160.0,0,5,5,5,11.0,0,0,5,5,5,13.4,0,1.0,0,1.0,0.0
2287,1,125.0,1,1,114.5,0,6,8,6,13.625,0,0,6,8,6,14.42857143,0,1.0,0,0.75,0.0
2288,1,136.0,1,37,117.5,2,5,6,4,11.8,0,0,5,7,2,11.5,0,0.8,1,0.6666666666666666,0.0
2289,1,133.1,3,38,121.7,0,5,5,0,0.0,0,0,5,7,0,0.0,0,0.0,5,0.0,0.0
2290,1,120.0,5,5,115.0,1,6,9,2,15.0,0,1,6,7,2,13.5,0,0.3333333333333333,4,0.2222222222222222,0.0
2291,1,127.0,37,37,125.3,0,6,9,5,10.8,0,0,6,11,5,11.0,0,0.8333333333333334,1,0.5555555555555556,0.0
2292,1,131.0,34,34,131.0,0,5,11,3,13.66666667,0,0,5,10,3,11.33333333,0,0.6,2,0.2727272727272727,0.0
2293,1,127.0,19,37,126.3,0,6,8,6,12.83333333,0,0,6,8,6,13.33333333,0,1.0,0,0.75,0.0
2294,1,132.0,1,37,127.1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2295,1,137.0,1,38,138.4,0,6,8,6,15.125,0,0,6,7,6,13.42857143,0,1.0,0,0.75,0.0
2296,1,126.0,1,19,100.0,0,5,11,0,0.0,0,0,5,7,1,10.0,1,0.0,5,0.0,0.0
2297,1,136.0,4,5,126.2,0,6,10,5,11.4,0,0,6,8,5,11.0,0,0.8333333333333334,1,0.5,0.0
2298,1,124.0,1,1,118.8,0,6,12,4,12.25,0,0,6,9,6,11.0,0,0.6666666666666666,2,0.3333333333333333,0.0
2299,39,137.0,1,1,124.5,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
2300,39,140.0,5,41,140.0,3,7,12,3,14.0,0,1,6,12,1,14.0,0,0.42857142857142855,4,0.25,0.0
2301,1,131.0,19,19,125.1,0,6,7,6,12.33333333,0,0,6,10,5,10.8,4,1.0,0,0.8571428571428571,0.0
2302,1,130.0,37,37,118.8,0,5,8,5,10.66666667,0,0,5,11,2,11.0,0,1.0,0,0.625,0.0
2303,1,136.0,3,2,125.2,0,5,9,5,11.83333333,0,0,5,9,5,14.71428571,0,1.0,0,0.5555555555555556,0.0
2304,1,133.1,1,19,95.0,0,5,14,0,0.0,0,0,5,5,0,0.0,0,0.0,5,0.0,0.0
2305,1,110.0,37,37,107.6,0,6,6,6,11.66666667,0,0,6,6,6,12.16666667,0,1.0,0,1.0,0.0
2306,3,140.0,2,38,140.0,2,5,7,2,13.0,0,0,5,5,0,0.0,0,0.4,3,0.2857142857142857,0.0
2307,38,133.1,3,1,125.4,0,2,5,0,0.0,0,0,4,4,0,0.0,0,0.0,2,0.0,0.0
2308,1,141.0,19,1,128.0,0,8,8,0,0.0,3,0,8,8,0,0.0,3,0.0,8,0.0,0.375
2309,1,130.0,1,38,129.3,0,5,5,5,13.0,0,0,5,5,5,14.2,0,1.0,0,1.0,0.0
2310,1,160.0,19,38,152.0,0,6,7,6,13.85714286,0,0,6,6,6,14.0,0,1.0,0,0.8571428571428571,0.0
2311,1,140.0,1,19,128.8,0,7,7,6,13.39166667,0,0,8,8,8,12.4875,0,0.8571428571428571,1,0.8571428571428571,0.0
2312,1,150.0,34,19,152.8,0,5,7,4,12.75,0,0,5,5,0,0.0,0,0.8,1,0.5714285714285714,0.0
2313,39,150.0,37,37,150.0,0,5,7,4,14.5,0,0,5,5,5,14.6,0,0.8,1,0.5714285714285714,0.0
2314,1,133.1,1,1,112.0,0,6,7,6,12.16666667,0,0,6,6,6,12.16666667,0,1.0,0,0.8571428571428571,0.0
2315,1,152.0,19,37,135.6,0,5,5,5,15.4,0,0,5,5,5,15.6,0,1.0,0,1.0,0.0
2316,19,133.1,1,1,134.4,0,5,9,2,13.33333333,0,0,5,9,2,16.0,4,0.4,3,0.2222222222222222,0.0
2317,1,130.0,3,1,120.5,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.0,5,0.0,0.0
2318,1,148.0,1,1,141.4,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
2319,1,148.0,1,1,145.2,0,6,7,6,13.71428571,0,0,6,8,6,14.71428571,0,1.0,0,0.8571428571428571,0.0
2320,1,130.0,19,3,140.0,0,6,7,4,12.25,0,0,6,7,0,0.0,0,0.6666666666666666,2,0.5714285714285714,0.0
2321,1,160.0,1,2,100.0,1,6,9,5,16.0,1,0,6,11,4,16.5,0,0.8333333333333334,1,0.5555555555555556,0.16666666666666666
2322,1,130.0,37,37,140.0,0,5,8,1,11.0,0,0,5,5,1,13.0,0,0.2,4,0.125,0.0
2323,1,110.0,1,37,126.0,0,7,7,7,14.08571429,0,0,7,7,7,14.08571429,0,1.0,0,1.0,0.0
2324,1,122.0,1,3,112.6,0,6,9,6,10.16666667,0,0,6,10,6,10.5,0,1.0,0,0.6666666666666666,0.0
2325,1,110.0,37,37,106.8,0,5,8,1,10.0,0,0,5,9,0,0.0,0,0.2,4,0.125,0.0
2326,1,129.0,2,37,121.6,0,5,10,0,0.0,0,0,5,7,1,10.0,0,0.0,5,0.0,0.0
2327,1,110.0,37,37,120.0,0,5,10,2,10.5,0,0,5,5,3,10.66666667,0,0.4,3,0.2,0.0
2328,1,170.0,38,19,160.6,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2329,12,110.0,37,38,130.0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,0.0,6,0.0,0.0
2330,1,110.0,34,34,110.0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,0.0,6,0.0,0.0
